time,累计流量(立方米),化学需氧量(毫克/升)监测值,化学需氧量排放量（千克）,氨氮(毫克/升)监测值,氨氮排放量(千克),总氮(毫克/升)监测值,总氮排放量(千克),总磷(毫克/升)监测值,总磷排放量(千克),累计流量(立方米).1,pH监测最小值,pH监测平均值,pH监测最大值,化学需氧量(毫克/升)监测值.1,化学需氧量排放量（千克）.1,氨氮(毫克/升)监测值.1,氨氮排放量（千克）,总氮(毫克/升)监测值.1,总氮排放量（千克）,总磷(毫克/升)监测值.1,总磷排放量（千克）,水温(摄氏度)监测最小值,水温(摄氏度)监测平均值,水温(摄氏度)监测最大值,anomaly
2024-06-16 10,972.528,225,218.819,39.18,38.104,55.12,53.606,3.72,3.618,932.932,7.182,7.182,7.182,15,13.994,0.4,0.373,7.743,7.224,0.16,0.149,25.222,25.222,25.222,
2024-06-16 09,992.756,346,343.494,38.78,38.499,55.139,54.74,3.75,3.723,956.271,7.178,7.178,7.178,15,14.344,0.3,0.287,8.009,7.659,0.15,0.143,25.247,25.247,25.247,
2024-06-16 08,1022.718,346,353.86,38.78,39.661,55.139,56.392,3.75,3.835,961.215,7.18,7.18,7.18,15,14.418,0.3,0.288,8.009,7.698,0.15,0.144,25.303,25.303,25.303,
2024-06-16 07,1013.462,218,220.935,37.49,37.995,53.461,54.181,4.12,4.175,961.832,7.169,7.169,7.169,13,12.504,0.37,0.356,8.006,7.7,0.14,0.135,25.301,25.301,25.301,
2024-06-16 06,950.699,218,207.252,37.49,35.642,53.461,50.825,4.12,3.917,969.525,7.15,7.15,7.15,13,12.604,0.37,0.359,8.006,7.762,0.14,0.136,25.359,25.359,25.359,
2024-06-16 05,951.144,218,207.349,37.48,35.649,52.192,49.642,3.77,3.586,968.617,7.136,7.136,7.136,15,14.529,0.39,0.378,8.051,7.798,0.17,0.165,25.431,25.431,25.431,
2024-06-16 04,956.072,218,208.424,37.48,35.834,52.192,49.899,3.77,3.604,971.226,7.125,7.125,7.125,15,14.568,0.39,0.379,8.051,7.819,0.17,0.165,25.461,25.461,25.461,
2024-06-16 03,957.836,224,214.555,23.76,22.758,52.981,50.747,3.75,3.592,968.793,7.132,7.132,7.132,16,15.501,0.46,0.446,8.023,7.773,0.15,0.145,25.508,25.508,25.508,
2024-06-16 02,957.359,224,214.448,23.76,22.747,52.981,50.722,3.75,3.59,971.952,7.131,7.131,7.131,16,15.551,0.46,0.447,8.023,7.798,0.15,0.146,25.511,25.511,25.511,
2024-06-16 01,957.657,235,225.049,23.68,22.677,54.872,52.549,5.62,5.382,977.278,7.165,7.165,7.165,16,15.636,0.34,0.332,8.01,7.828,0.16,0.156,25.535,25.535,25.535,
2024-06-16 00,897.025,235,210.801,23.68,21.242,54.872,49.222,5.62,5.041,760.022,7.184,7.184,7.184,16,12.16,0.34,0.258,8.01,6.088,0.16,0.122,25.566,25.566,25.566,
2024-06-15 23,985.957,263,259.307,21.43,21.129,53.765,53.01,5.56,5.482,958.058,7.215,7.215,7.215,14,13.413,0.45,0.431,7.907,7.575,0.15,0.144,25.589,25.589,25.589,
2024-06-15 22,958.646,263,252.124,21.43,20.544,53.765,51.542,5.56,5.33,907.18,7.171,7.171,7.171,14,12.701,0.45,0.408,7.907,7.173,0.15,0.136,25.614,25.614,25.614,
2024-06-15 21,974.447,224,218.276,30.53,29.75,51.07,49.765,4.32,4.21,946.817,7.195,7.195,7.195,13,12.309,0.35,0.331,7.762,7.349,0.14,0.133,25.667,25.667,25.667,
2024-06-15 20,970.203,224,217.325,30.53,29.62,51.07,49.548,4.32,4.191,967.733,7.205,7.205,7.205,13,12.581,0.35,0.339,7.762,7.512,0.14,0.135,25.69,25.69,25.69,
2024-06-15 19,997.964,236,235.52,31.6,31.536,52.566,52.459,4.09,4.082,996.363,7.19,7.19,7.19,18,17.935,0.4,0.399,7.865,7.836,0.15,0.149,25.737,25.737,25.737,
2024-06-15 18,992.102,236,234.136,31.6,31.35,52.566,52.151,4.09,4.058,978.072,7.21,7.21,7.21,18,17.605,0.4,0.391,7.865,7.693,0.15,0.147,25.779,25.779,25.779,
2024-06-15 17,999.629,228,227.915,34.31,34.297,58.051,58.029,4.74,4.738,1025.913,7.225,7.225,7.225,16,16.415,0.33,0.339,7.933,8.139,0.16,0.164,25.832,25.832,25.832,
2024-06-15 16,884.937,228,201.766,34.31,30.362,58.051,51.371,4.74,4.195,815.252,7.225,7.225,7.225,16,13.044,0.33,0.269,7.933,6.467,0.16,0.13,25.857,25.857,25.857,
2024-06-15 15,928.568,229,212.642,37.64,34.951,54.715,50.807,4.09,3.798,930.307,7.21,7.21,7.21,14,13.024,0.36,0.335,8.138,7.571,0.15,0.14,25.882,25.882,25.882,
2024-06-15 14,976.258,229,223.563,37.64,36.746,54.715,53.416,4.09,3.993,962.065,7.215,7.215,7.215,14,13.469,0.36,0.346,8.138,7.829,0.15,0.144,25.829,25.829,25.829,
2024-06-15 13,947.581,296,280.484,38.22,36.217,53.523,50.717,5.41,5.126,932.857,7.23,7.23,7.23,19,17.724,0.34,0.317,8.293,7.736,0.13,0.121,25.756,25.756,25.756,
2024-06-15 12,870.935,296,257.797,38.22,33.287,53.523,46.615,5.41,4.712,925.438,7.225,7.225,7.225,19,17.583,0.34,0.315,8.293,7.675,0.13,0.12,25.653,25.653,25.653,
2024-06-15 11,696.081,224,155.922,35.72,24.864,52.518,36.557,5.05,3.515,597.06,7.305,7.305,7.305,16,9.553,0.21,0.125,8.637,5.157,0.12,0.072,25.502,25.502,25.502,
2024-06-15 10,701.403,224,157.114,35.72,25.054,52.518,36.836,5.05,3.542,673.96,7.118,7.118,7.118,16,10.783,0.21,0.142,8.637,5.821,0.12,0.081,25.429,25.429,25.429,
2024-06-15 09,996.242,241,240.094,36.97,36.831,53.384,53.183,4.99,4.971,967.525,7.284,7.284,7.284,18,17.415,0.31,0.3,8.882,8.594,0.15,0.145,25.216,25.216,25.216,
2024-06-15 08,989.476,241,238.464,36.97,36.581,53.384,52.822,4.99,4.937,924.206,7.438,7.438,7.438,18,16.636,0.31,0.287,8.882,8.209,0.15,0.139,25.139,25.139,25.139,
2024-06-15 07,970.645,224,217.424,36.28,35.215,55.638,54.005,4.65,4.513,936.756,7.421,7.421,7.421,15,14.051,0.34,0.318,8.933,8.368,0.13,0.122,25.139,25.139,25.139,
2024-06-15 06,946.453,224,212.005,36.28,34.337,55.638,52.659,4.65,4.401,944.135,7.416,7.416,7.416,15,14.162,0.34,0.321,8.933,8.434,0.13,0.123,25.138,25.138,25.138,
2024-06-15 05,953.095,237,225.884,24.78,23.618,55.389,52.791,4.81,4.584,957.098,7.373,7.373,7.373,16,15.314,0.38,0.364,9.027,8.64,0.14,0.134,25.166,25.166,25.166,
2024-06-15 04,954.425,237,226.199,24.78,23.651,55.389,52.865,4.81,4.591,959.733,7.362,7.362,7.362,16,15.356,0.38,0.365,9.027,8.664,0.14,0.134,25.161,25.161,25.161,
2024-06-15 03,963.806,224,215.893,23.46,22.611,53.002,51.084,5.06,4.877,967.698,7.331,7.331,7.331,11,10.645,0.38,0.368,9.043,8.751,0.15,0.145,25.191,25.191,25.191,
2024-06-15 02,971.067,224,217.519,23.46,22.781,53.002,51.468,5.06,4.914,973.96,7.269,7.269,7.269,11,10.714,0.38,0.37,9.043,8.808,0.15,0.146,25.191,25.191,25.191,
2024-06-15 01,988.282,246,243.117,32.92,32.534,54.08,53.446,4.86,4.803,970.798,7.172,7.172,7.172,12,11.65,0.22,0.214,8.838,8.58,0.16,0.155,25.218,25.218,25.218,
2024-06-15 00,979.711,246,241.009,32.92,32.252,54.08,52.983,4.86,4.761,974.502,7.145,7.145,7.145,12,11.694,0.22,0.214,8.838,8.613,0.16,0.156,25.271,25.271,25.271,
2024-06-14 23,976.135,269,262.58,30.5,29.772,55.695,54.366,4.33,4.227,993.125,7.169,7.169,7.169,13,12.911,0.3,0.298,8.797,8.737,0.15,0.149,25.301,25.301,25.301,
2024-06-14 22,975.613,269,262.44,30.5,29.756,55.695,54.337,4.33,4.224,966.967,7.15,7.15,7.15,13,12.571,0.3,0.29,8.797,8.506,0.15,0.145,25.352,25.352,25.352,
2024-06-14 21,987.923,227,224.259,27.31,26.98,55.157,54.491,3.98,3.932,972.674,7.171,7.171,7.171,19,18.481,0.32,0.311,8.478,8.246,0.16,0.156,25.402,25.402,25.402,
2024-06-14 20,996.856,227,226.286,27.31,27.224,55.157,54.984,3.98,3.967,966.943,7.172,7.172,7.172,19,18.372,0.32,0.309,8.478,8.198,0.16,0.155,25.454,25.454,25.454,
2024-06-14 19,1005.705,234,235.335,22.73,22.86,54.046,54.354,4.27,4.294,983.777,7.195,7.195,7.195,16,15.74,0.35,0.344,8.318,8.183,0.14,0.138,25.528,25.528,25.528,
2024-06-14 18,996.911,234,233.277,22.73,22.66,54.046,53.879,4.27,4.257,1006.843,7.187,7.187,7.187,16,16.109,0.35,0.352,8.318,8.375,0.14,0.141,25.571,25.571,25.571,
2024-06-14 17,966.707,224,216.542,19.25,18.609,56.02,54.155,3.61,3.49,966.052,7.176,7.176,7.176,15,14.491,0.28,0.27,8.296,8.014,0.17,0.164,25.676,25.676,25.676,
2024-06-14 16,958.457,224,214.694,19.25,18.45,56.02,53.693,3.61,3.46,947.388,7.201,7.201,7.201,15,14.211,0.28,0.265,8.296,7.86,0.17,0.161,25.67,25.67,25.67,
2024-06-14 15,963.935,227,218.813,20.97,20.214,54.138,52.186,3.8,3.663,951.587,7.21,7.21,7.21,14,13.322,0.35,0.333,8.129,7.735,0.15,0.143,25.719,25.719,25.719,
2024-06-14 14,970.648,227,220.337,20.97,20.354,54.138,52.549,3.8,3.688,966.371,7.214,7.214,7.214,14,13.529,0.35,0.338,8.129,7.856,0.15,0.145,25.648,25.648,25.648,
2024-06-14 13,973.457,225,219.028,23.1,22.487,54.35,52.907,4.45,4.332,947.005,7.215,7.215,7.215,17,16.099,0.45,0.426,8.022,7.597,0.14,0.133,25.571,25.571,25.571,
2024-06-14 12,981.446,225,220.825,23.1,22.671,54.35,53.342,4.45,4.367,930.304,7.257,7.257,7.257,17,15.815,0.45,0.419,8.022,7.463,0.14,0.13,25.443,25.443,25.443,
2024-06-14 11,766.474,221,169.391,23.7,18.165,52.012,39.866,4.32,3.311,728.815,7.291,7.291,7.291,18,13.119,0.36,0.262,7.871,5.737,0.13,0.095,25.367,25.367,25.367,
2024-06-14 10,989.345,221,218.645,23.7,23.447,52.012,51.458,4.32,4.274,971.528,7.307,7.307,7.307,18,17.488,0.36,0.35,7.871,7.647,0.13,0.126,25.264,25.264,25.264,
2024-06-14 09,969.323,276,267.533,38.46,37.28,53.726,52.078,4.06,3.935,924.658,7.326,7.326,7.326,14,12.945,0.33,0.305,7.869,7.276,0.16,0.148,25.159,25.159,25.159,
2024-06-14 08,907.794,276,250.551,38.46,34.914,53.726,48.772,4.06,3.686,878.873,7.452,7.452,7.452,14,12.304,0.33,0.29,7.869,6.916,0.16,0.141,25.136,25.136,25.136,
2024-06-14 07,906.317,223,202.109,36.53,33.108,49.941,45.262,3.48,3.154,878.812,7.43,7.43,7.43,18,15.819,0.36,0.316,8.068,7.09,0.14,0.123,25.113,25.113,25.113,
2024-06-14 06,909.792,223,202.884,36.53,33.235,49.941,45.436,3.48,3.166,891.759,7.421,7.421,7.421,18,16.052,0.36,0.321,8.068,7.195,0.14,0.125,25.115,25.115,25.115,
2024-06-14 05,926.231,336,311.214,37.37,34.613,52.306,48.447,4.32,4.001,910.355,7.432,7.432,7.432,17,15.476,0.38,0.346,7.872,7.166,0.15,0.137,25.142,25.142,25.142,
2024-06-14 04,943.578,336,317.042,37.37,35.262,52.306,49.355,4.32,4.076,928.752,7.371,7.371,7.371,17,15.789,0.38,0.353,7.872,7.311,0.15,0.139,25.168,25.168,25.168,
2024-06-14 03,960.256,227,217.978,34.58,33.206,49.78,47.802,4.09,3.927,948.165,7.31,7.31,7.31,16,15.171,0.41,0.389,8.141,7.719,0.13,0.123,25.193,25.193,25.193,
2024-06-14 02,959.644,227,217.839,34.58,33.184,49.78,47.771,4.09,3.925,940.006,7.273,7.273,7.273,16,15.04,0.41,0.385,8.141,7.653,0.13,0.122,25.22,25.22,25.22,
2024-06-14 01,963.178,237,228.273,31.95,30.774,50.448,48.59,4.42,4.257,957.481,7.202,7.202,7.202,14,13.405,0.4,0.383,8.261,7.91,0.15,0.144,25.219,25.219,25.219,
2024-06-14 00,991.502,237,234.986,31.95,31.678,50.448,50.019,4.42,4.382,978.215,7.156,7.156,7.156,14,13.695,0.4,0.391,8.261,8.081,0.15,0.147,25.245,25.245,25.245,
2024-06-13 23,992.295,238,236.166,29.98,29.749,50.663,50.273,3.96,3.929,951.105,7.18,7.18,7.18,15,14.267,0.46,0.438,8.384,7.974,0.16,0.152,25.297,25.297,25.297,
2024-06-13 22,1000.264,238,238.063,29.98,29.988,50.663,50.676,3.96,3.961,936.304,7.156,7.156,7.156,15,14.045,0.46,0.431,8.384,7.85,0.16,0.15,25.318,25.318,25.318,
2024-06-13 21,990.119,230,227.727,27.27,27.001,51.398,50.89,3.9,3.861,962.319,7.192,7.192,7.192,15,14.435,0.34,0.327,8.184,7.876,0.15,0.144,25.346,25.346,25.346,
2024-06-13 20,988.077,230,227.258,27.27,26.945,51.398,50.785,3.9,3.854,957.303,7.206,7.206,7.206,15,14.36,0.34,0.325,8.184,7.835,0.15,0.144,25.424,25.424,25.424,
2024-06-13 19,997.473,278,277.297,25.77,25.705,50.233,50.106,3.78,3.77,992.187,7.195,7.195,7.195,15,14.883,0.32,0.317,8.254,8.19,0.14,0.139,25.47,25.47,25.47,
2024-06-13 18,1037.858,278,288.525,25.77,26.746,50.233,52.135,3.78,3.923,1015.097,7.182,7.182,7.182,15,15.226,0.32,0.325,8.254,8.379,0.14,0.142,25.521,25.521,25.521,
2024-06-13 17,882.651,218,192.418,27.17,23.982,51.534,45.487,3.04,2.683,876.739,7.204,7.204,7.204,18,15.781,0.3,0.263,8.06,7.067,0.16,0.14,25.595,25.595,25.595,
2024-06-13 16,1023.381,218,223.097,27.17,27.805,51.534,52.739,3.04,3.111,998.807,7.269,7.269,7.269,18,17.979,0.3,0.3,8.06,8.05,0.16,0.16,25.64,25.64,25.64,
2024-06-13 15,1007.086,201,202.424,30.11,30.323,59.182,59.601,3.02,3.041,978.075,7.273,7.273,7.273,14,13.693,0.26,0.254,7.739,7.569,0.14,0.137,25.692,25.692,25.692,
2024-06-13 14,998.003,201,200.599,30.11,30.05,59.182,59.064,3.02,3.014,970.462,7.165,7.165,7.165,14,13.586,0.26,0.252,7.739,7.51,0.14,0.136,25.638,25.638,25.638,
2024-06-13 13,990.185,208,205.958,29.5,29.21,54.071,53.54,3.44,3.406,960.257,7.127,7.127,7.127,14,13.444,0.4,0.384,7.79,7.48,0.15,0.144,25.59,25.59,25.59,
2024-06-13 12,978.139,208,203.453,29.5,28.855,54.071,52.889,3.44,3.365,948.106,7.16,7.16,7.16,14,13.273,0.4,0.379,7.79,7.386,0.15,0.142,25.488,25.488,25.488,
2024-06-13 11,967.464,228,220.582,32.09,31.046,52.457,50.75,3.09,2.989,937.176,7.195,7.195,7.195,17,15.932,0.32,0.3,7.584,7.108,0.12,0.112,25.336,25.336,25.336,
2024-06-13 10,957.189,228,218.239,32.09,30.716,52.457,50.211,3.09,2.958,928.008,7.274,7.274,7.274,17,15.776,0.32,0.297,7.584,7.038,0.12,0.111,25.209,25.209,25.209,
2024-06-13 09,945.58,230,217.483,33.81,31.97,52.876,49.998,3.14,2.969,920.447,7.392,7.392,7.392,14,12.886,0.34,0.313,7.709,7.096,0.14,0.129,25.077,25.077,25.077,
2024-06-13 08,939.927,230,216.183,33.81,31.779,52.876,49.7,3.14,2.951,915.792,7.39,7.39,7.39,14,12.821,0.34,0.311,7.709,7.06,0.14,0.128,25.061,25.061,25.061,
2024-06-13 07,935.968,224,209.657,33.07,30.952,50.902,47.643,5.89,5.513,903.678,7.363,7.363,7.363,14,12.651,0.36,0.325,7.697,6.956,0.13,0.117,25.029,25.029,25.029,
2024-06-13 06,921.255,224,206.361,33.07,30.466,50.902,46.894,5.89,5.426,904.535,7.341,7.341,7.341,14,12.663,0.36,0.326,7.697,6.962,0.13,0.118,25.002,25.002,25.002,
2024-06-13 05,939.07,237,222.56,32.03,30.078,52.185,49.005,4.72,4.432,918.909,7.343,7.343,7.343,15,13.784,0.39,0.358,7.639,7.02,0.15,0.138,25.029,25.029,25.029,
2024-06-13 04,939.257,237,222.604,32.03,30.084,52.185,49.015,4.72,4.433,926.434,7.35,7.35,7.35,15,13.897,0.39,0.361,7.639,7.077,0.15,0.139,25.04,25.04,25.04,
2024-06-13 03,958.429,233,223.314,30.25,28.992,53.567,51.34,4.72,4.524,949.442,7.322,7.322,7.322,15,14.242,0.34,0.323,7.701,7.312,0.13,0.123,25.031,25.031,25.031,
2024-06-13 02,975.121,233,227.203,30.25,29.497,53.567,52.234,1.14,1.112,963.736,7.273,7.273,7.273,15,14.456,0.34,0.328,7.701,7.422,0.13,0.125,25.058,25.058,25.058,
2024-06-13 01,989.078,324,320.461,27.82,27.516,54.521,53.926,1.14,1.128,984.95,7.244,7.244,7.244,13,12.804,0.48,0.473,7.852,7.734,0.14,0.138,25.082,25.082,25.082,
2024-06-13 00,988.822,324,320.378,27.82,27.509,54.521,53.912,1.14,1.127,1001.899,7.279,7.279,7.279,13,13.025,0.48,0.481,7.852,7.867,0.14,0.14,25.106,25.106,25.106,
2024-06-12 23,982.36,231,226.925,24.5,24.068,52.222,51.301,1.84,1.808,955.445,7.151,7.151,7.151,13,12.421,0.37,0.354,7.763,7.417,0.15,0.143,25.136,25.136,25.136,
2024-06-12 22,975.823,231,225.415,24.5,23.908,52.222,50.959,1.84,1.796,975.702,7.224,7.224,7.224,13,12.684,0.37,0.361,7.763,7.574,0.15,0.146,25.185,25.185,25.185,
2024-06-12 21,968.447,233,225.648,23.71,22.962,52.811,51.145,2.78,2.692,963.474,7.216,7.216,7.216,15,14.452,0.37,0.356,7.541,7.266,0.13,0.125,25.238,25.238,25.238,
2024-06-12 20,968.918,233,225.758,23.71,22.973,52.811,51.17,2.78,2.694,966.107,7.268,7.268,7.268,15,14.492,0.37,0.357,7.541,7.285,0.13,0.126,25.282,25.282,25.282,
2024-06-12 19,975.783,236,230.285,25.38,24.765,53.151,51.864,3.29,3.21,976.129,7.357,7.357,7.357,17,16.594,0.41,0.4,7.723,7.539,0.12,0.117,25.322,25.322,25.322,
2024-06-12 18,979.308,236,231.117,25.38,24.855,53.151,52.051,3.29,3.222,994.806,7.361,7.361,7.361,17,16.912,0.41,0.408,7.723,7.683,0.12,0.119,25.397,25.397,25.397,
2024-06-12 17,975.66,233,227.329,24.82,24.216,54.018,52.703,2.52,2.459,895.796,7.386,7.386,7.386,15,13.437,0.35,0.314,6.465,5.791,0.13,0.116,25.471,25.471,25.471,
2024-06-12 16,859.092,233,200.168,24.82,21.323,54.018,46.406,2.52,2.165,878.974,7.345,7.345,7.345,15,13.185,0.35,0.308,6.465,5.683,0.13,0.114,25.444,25.444,25.444,
2024-06-12 15,973.402,226,219.989,26.98,26.262,51.39,50.023,2.3,2.239,999.382,7.302,7.302,7.302,14,13.991,0.46,0.46,6.088,6.084,0.14,0.14,25.499,25.499,25.499,
2024-06-12 14,972.493,226,219.783,26.98,26.238,51.39,49.976,2.3,2.237,967.266,7.258,7.258,7.258,14,13.542,0.46,0.445,6.088,5.889,0.14,0.135,25.423,25.423,25.423,
2024-06-12 13,947.289,230,217.876,27.32,25.88,51.223,48.523,2.82,2.671,952.171,7.181,7.181,7.181,15,14.283,0.29,0.276,5.941,5.657,0.2,0.19,25.349,25.349,25.349,
2024-06-12 12,956.298,221,211.342,21.42,20.484,55.102,52.694,2.89,2.764,951.299,7.087,7.087,7.087,15,14.269,0.29,0.276,5.952,5.662,0.2,0.19,25.247,25.247,25.247,
2024-06-12 11,994.875,240,238.77,28.22,28.075,57.294,57,2.29,2.278,950.663,7.001,7.001,7.001,21,19.964,0.3,0.285,6.011,5.714,0.19,0.181,25.072,25.072,25.072,
2024-06-12 10,816.4,223,182.057,29.07,23.733,52.752,43.067,2.09,1.706,678.49,7.13,7.13,7.13,21,14.248,0.47,0.319,6.083,4.127,0.13,0.088,24.914,24.914,24.914,
2024-06-12 09,966.575,226,218.446,28.57,27.615,54.44,52.62,1.99,1.923,933.703,7.28,7.28,7.28,15,14.006,0.47,0.439,6.083,5.68,0.13,0.121,24.787,24.787,24.787,
2024-06-12 08,964.312,226,217.935,28.57,27.55,54.44,52.497,1.99,1.919,940.009,7.256,7.256,7.256,15,14.1,0.47,0.442,6.083,5.718,0.13,0.122,24.712,24.712,24.712,
2024-06-12 07,960.943,238,228.704,28.08,26.983,52.059,50.026,3.25,3.123,944.132,7.223,7.223,7.223,15,14.162,0.41,0.387,6.148,5.805,0.14,0.132,24.689,24.689,24.689,
2024-06-12 06,966.994,238,230.145,28.08,27.153,52.059,50.341,3.25,3.143,953.248,7.285,7.285,7.285,15,14.299,0.41,0.391,6.148,5.861,0.14,0.133,24.661,24.661,24.661,
2024-06-12 05,975.939,236,230.322,28.7,28.009,53.661,52.37,2.18,2.128,965.389,7.304,7.304,7.304,13,12.55,0.33,0.319,6.191,5.977,0.13,0.126,24.688,24.688,24.688,
2024-06-12 04,977.136,236,230.604,28.7,28.044,53.661,52.434,2.18,2.13,959.692,7.252,7.252,7.252,13,12.476,0.33,0.317,6.191,5.941,0.13,0.125,24.715,24.715,24.715,
2024-06-12 03,970.62,232,225.184,26.07,25.304,54.018,52.431,2.63,2.553,958.382,7.189,7.189,7.189,13,12.459,0.43,0.412,6.471,6.202,0.15,0.144,24.715,24.715,24.715,
2024-06-12 02,977.09,232,226.685,26.07,25.473,54.018,52.78,2.63,2.57,962.591,7.176,7.176,7.176,13,12.514,0.43,0.414,6.471,6.229,0.15,0.144,24.739,24.739,24.739,
2024-06-12 01,984.471,335,329.798,24.67,24.287,54.961,54.108,2.43,2.392,977.511,7.233,7.233,7.233,15,14.663,0.44,0.43,6.716,6.565,0.13,0.127,24.766,24.766,24.766,
2024-06-12 00,992.702,335,332.555,24.67,24.49,54.961,54.56,2.43,2.412,945.739,7.271,7.271,7.271,15,14.186,0.44,0.416,6.716,6.352,0.13,0.123,24.789,24.789,24.789,
2024-06-11 23,991.504,235,233.003,21.36,21.179,52.185,51.742,1.91,1.894,926.704,7.268,7.268,7.268,17,15.754,0.42,0.389,7.009,6.495,0.12,0.111,24.818,24.818,24.818,
2024-06-11 22,995.122,235,233.854,21.36,21.256,52.185,51.93,1.91,1.901,985.402,7.274,7.274,7.274,17,16.752,0.42,0.414,7.009,6.907,0.12,0.118,24.87,24.87,24.87,
2024-06-11 21,994.583,225,223.781,20.11,20.001,48.438,48.176,1.71,1.701,1000.332,7.268,7.268,7.268,16,16.005,0.42,0.42,7.179,7.181,0.14,0.14,24.891,24.891,24.891,
2024-06-11 20,980.568,225,220.628,20.11,19.719,48.438,47.497,1.71,1.677,980.909,7.225,7.225,7.225,16,15.695,0.42,0.412,7.179,7.042,0.14,0.137,24.939,24.939,24.939,
2024-06-11 19,981.431,233,228.673,20.26,19.884,55.565,54.533,1.73,1.698,1024.007,7.168,7.168,7.168,15,15.36,0.33,0.338,7.334,7.51,0.15,0.154,24.988,24.988,24.988,
2024-06-11 18,963.997,233,224.611,20.26,19.531,55.565,53.564,1.73,1.668,1028.262,7.147,7.147,7.147,15,15.424,0.33,0.339,7.334,7.541,0.15,0.154,25.012,25.012,25.012,
2024-06-11 17,963.454,224,215.814,22.45,21.63,53.779,51.814,1.63,1.57,915.153,7.083,7.083,7.083,14,12.812,0.36,0.329,7.406,6.778,0.14,0.128,25.085,25.085,25.085,
2024-06-11 16,825.773,224,184.973,22.45,18.539,53.779,44.409,1.63,1.346,832.844,7.032,7.032,7.032,14,11.66,0.36,0.3,7.406,6.168,0.14,0.117,25.135,25.135,25.135,
2024-06-11 15,967.584,225,217.706,25.06,24.248,54.909,53.129,2.07,2.003,930.773,7.011,7.011,7.011,14,13.031,0.36,0.335,7.01,6.525,0.13,0.121,25.132,25.132,25.132,
2024-06-11 14,965.425,225,217.221,25.06,24.194,54.909,53.011,2.07,1.998,908.955,6.883,6.883,6.883,14,12.725,0.36,0.327,7.01,6.372,0.13,0.118,25.111,25.111,25.111,
2024-06-11 13,952.242,235,223.777,26.34,25.082,52.246,49.751,2.22,2.114,891.482,6.852,6.852,6.852,17,15.155,0.38,0.339,6.627,5.908,0.11,0.098,25.033,25.033,25.033,
2024-06-11 12,943.56,235,221.737,26.34,24.853,52.246,49.297,2.22,2.095,889.065,7.181,7.181,7.181,17,15.114,0.38,0.338,6.627,5.892,0.11,0.098,24.93,24.93,24.93,
2024-06-11 11,944.34,220,207.755,27.3,25.78,49.273,46.53,1.89,1.785,899.913,7.263,7.263,7.263,16,14.399,0.41,0.369,6.47,5.822,0.1,0.09,24.806,24.806,24.806,
2024-06-11 10,948.893,220,208.756,27.3,25.905,49.273,46.755,1.89,1.793,903.554,7.364,7.364,7.364,16,14.457,0.41,0.37,6.47,5.846,0.1,0.09,24.654,24.654,24.654,
2024-06-11 09,956.325,205,196.047,31.45,30.076,46.561,44.527,1.83,1.75,915.351,7.411,7.411,7.411,17,15.561,0.47,0.43,6.3,5.767,0.13,0.119,24.497,24.497,24.497,
2024-06-11 08,935.472,205,191.772,31.45,29.421,46.561,43.557,1.83,1.712,889.224,7.401,7.401,7.401,17,15.117,0.47,0.418,6.3,5.602,0.13,0.116,24.473,24.473,24.473,
2024-06-11 07,932.644,271,252.747,30.73,28.66,47.907,44.68,2.3,2.145,895.861,7.359,7.359,7.359,17,15.23,0.37,0.331,6.266,5.613,0.1,0.09,24.45,24.45,24.45,
2024-06-11 06,945.598,271,256.257,30.73,29.058,47.907,45.301,2.3,2.175,915.153,7.333,7.333,7.333,17,15.558,0.37,0.339,6.266,5.734,0.1,0.092,24.451,24.451,24.451,
2024-06-11 05,961.637,216,207.714,18.61,17.896,47.176,45.366,2.22,2.135,935.803,7.338,7.338,7.338,16,14.973,0.34,0.318,6.284,5.881,0.13,0.122,24.478,24.478,24.478,
2024-06-11 04,978.488,216,211.353,18.61,18.21,47.176,46.161,2.22,2.172,949.33,7.368,7.368,7.368,16,15.189,0.34,0.323,6.284,5.966,0.13,0.123,24.504,24.504,24.504,
2024-06-11 03,991.274,220,218.08,18.47,18.309,51.061,50.615,2.05,2.032,964.06,7.346,7.346,7.346,15,14.461,0.36,0.347,6.274,6.049,0.11,0.106,24.498,24.498,24.498,
2024-06-11 02,994.252,220,218.735,18.47,18.364,51.061,50.768,2.05,2.038,966.603,7.391,7.391,7.391,15,14.499,0.36,0.348,6.274,6.064,0.11,0.106,24.525,24.525,24.525,
2024-06-11 01,1011.143,230,232.563,17.23,17.422,46.986,47.51,2.07,2.093,1024.715,7.417,7.417,7.417,14,14.346,0.32,0.328,6.31,6.466,0.1,0.102,24.526,24.526,24.526,
2024-06-11 00,1015.161,230,233.487,17.23,17.491,46.986,47.698,2.07,2.101,1041.776,7.396,7.396,7.396,14,14.585,0.32,0.333,6.31,6.574,0.1,0.104,24.551,24.551,24.551,
2024-06-10 23,998.162,236,235.566,14.65,14.623,55.654,55.552,0.83,0.828,1029.707,7.36,7.36,7.36,13,13.386,0.43,0.443,6.089,6.27,0.11,0.113,24.607,24.607,24.607,
2024-06-10 22,973.934,236,229.848,14.65,14.268,55.654,54.203,0.83,0.808,1024.553,7.355,7.355,7.355,13,13.319,0.43,0.441,6.089,6.239,0.11,0.113,24.63,24.63,24.63,
